,model prediction,sex,residence,year_of_birth,language population,village population,mother tongue,elevation,pred
0,indirect,ж,Balkhar,1922.0,31987.0,1195.0,лакский,1658.48388671875,0.3469052825412344
1,indirect,ж,Bezhta,1922.0,1270.0,1058.0,бежтинский,1633.0812988281302,0.3568668617176717
2,indirect,ж,Burkikhan,1922.0,7886.0,780.0,агульский,1917.4191894531305,0.34263953777290274
3,indirect,ж,Chabanmakhi,1922.0,3723.0,179.0,кадарский даргинский,1020.0406494140601,0.3510307611032492
4,indirect,ж,Chankurbe,1922.0,3723.0,663.6779661016949,кадарский даргинский,882.737670898437,0.3510307611032492
5,indirect,ж,Chirag,1922.0,26628.78333333333,663.6779661016949,чирагский даргинский,2223.19091796875,0.43407015427505374
6,indirect,ж,Chuni,1922.0,117613.0,342.0,аварский,1375.91101074219,0.3510307611032492
7,indirect,ж,Darvag,1922.0,16786.0,1223.0,азербайджанский,355.02688598632795,0.28404263936824586
8,indirect,ж,Dorgeli,1922.0,47605.0,3162.0,кумыкский,667.396423339844,0.4320982609100835
9,indirect,ж,Durangi,1922.0,117613.0,345.0,аварский,1040.05541992188,0.3510307611032492
10,indirect,ж,Dyubek,1922.0,24826.0,1041.0,табасаранский,450.744720458984,0.3133435888408405
11,indirect,ж,Dzhavgat,1922.0,13236.0,579.0,кайтагский даргинский,365.503295898437,0.36160053629184813
12,indirect,ж,Ersi,1922.0,16786.0,1197.0,азербайджанский,407.0,0.3469052825412344
13,indirect,ж,Fiy,1922.0,1096.0,916.0,гдымско-фийский лезгинский,1927.37268066406,0.12090692213302198
14,indirect,ж,Gdym,1922.0,1096.0,180.0,гдымско-фийский лезгинский,2026.662841796869,0.12285033099708775
15,indirect,ж,Gelmets,1922.0,3319.0,403.0,цахурский,1750.0,0.22221485248406192
16,indirect,ж,Hinuq,1922.0,150.0,150.0,гинухский,1941.0,0.3525447463484358
17,indirect,ж,Ikhrek,1922.0,8229.0,1456.0,рутульский,1792.92919921875,0.3385612289252785
18,indirect,ж,Karata,1922.0,4336.0,1262.0,каратинский,1463.62890625,0.3469052825412344
19,indirect,ж,Khlyut,1922.0,63939.0,787.0,лезгинский,1217.13757324219,0.3510307611032492
20,indirect,ж,Khnov,1922.0,3792.0,1467.0,хновский рутульский,1836.39538574219,0.2733665998112296
21,indirect,ж,Khpyuk,1922.0,7886.0,397.0,агульский,2186.0732421875,0.34263953777290274
22,indirect,ж,Kiche,1922.0,8229.0,188.0,рутульский,1291.65612792969,0.3510307611032492
23,indirect,ж,Kidero,1922.0,2980.0,283.0,цезский,1900.54162597656,0.3525447463484358
24,indirect,ж,Kina,1922.0,8229.0,196.0,рутульский,1573.32702636719,0.3510307611032492
25,indirect,ж,Kizhani,1922.0,117613.0,309.0,аварский,1515.361328125,0.3510307611032492
26,indirect,ж,Kubachi,1922.0,3502.0,1733.0,кубачинский даргинский,1636.75378417969,0.4213375722487309
27,indirect,ж,Kuli,1922.0,31987.0,2430.0,лакский,1955.77087402344,0.4230323699434496
28,indirect,ж,Kuli,1922.0,31987.0,2430.0,лакский,1955.77087402344,0.4230323699434496
29,indirect,ж,Kurdul,1922.0,3319.0,205.0,цахурский,1880.81872558594,0.22221485248406192
30,indirect,ж,Mallakent,1922.0,15872.0,125.0,муиринский даргинский,491.374847412109,0.3510307611032492
31,indirect,ж,Megeb,1922.0,710.0,710.0,мегебский,1712.15393066406,0.4112168909491354
32,indirect,ж,Mikik,1922.0,3319.0,258.0,цахурский,1640.0,0.22868284880614545
33,indirect,ж,Mukar,1922.0,31987.0,249.0,лакский,1667.02294921875,0.3510307611032492
34,indirect,ж,Obokh,1922.0,117613.0,408.0,аварский,1765.45129394531,0.34263953777290274
35,indirect,ж,Richa,1922.0,7886.0,885.0,агульский,2053.85205078125,0.3385612289252785
36,indirect,ж,Rikvani,1922.0,4984.0,836.0,андийский,1874.55419921875,0.28115402822087143
37,indirect,ж,Rutul,1922.0,8229.0,1769.0,рутульский,1342.49267578125,0.4320982609100835
38,indirect,ж,Shangoda,1922.0,117613.0,175.0,аварский,1504.90002441406,0.3510307611032492
39,indirect,ж,Shukty,1922.0,1633.0,653.0,гапшиминский даргинский,1663.48840332031,0.3610453153769908
40,indirect,ж,Sutbuk,1922.0,10426.0,327.0,сирхинский даргинский,1365.90209960938,0.3510307611032492
41,indirect,ж,Tad-Magitl,1922.0,2902.0,295.0,ахвахский,1457.0,0.3610453153769908
42,indirect,ж,Tlibisho,1922.0,3052.0,250.0,багвалинский,1667.69287109375,0.26364485600898
43,indirect,ж,Tsukhta,1922.0,50241.0,273.0,акушинский даргинский,1452.47998046875,0.3510307611032492
44,indirect,ж,Tsulikana,1922.0,31987.0,272.0,лакский,1746.52551269531,0.3466317426633683
45,indirect,ж,Tukita,1922.0,127.0,127.0,тукитинский,1939.52868652344,0.3525447463484358
46,indirect,ж,Tukita,1922.0,127.0,127.0,тукитинский,1939.52868652344,0.3525447463484358
47,indirect,ж,Upper Ubekimakhi,1922.0,14258.0,411.0,цудахарский даргинский,1246.0,0.2664882519305918
48,indirect,ж,Uragi,1922.0,10426.0,305.0,сирхинский даргинский,1538.4582519531198,0.3510307611032492
49,indirect,ж,Uri,1922.0,31987.0,311.0,лакский,1666.2683105468802,0.3510307611032492
50,indirect,ж,Urtsaki,1922.0,10426.0,504.0,сирхинский даргинский,1488.6706542968802,0.3510307611032492
51,indirect,ж,Zilo,1922.0,4984.0,510.0,андийский,1202.365234375,0.2924440280963301
52,indirect,м,Balkhar,1922.0,31987.0,1195.0,лакский,1658.48388671875,0.7742485036763038
53,indirect,м,Bezhta,1922.0,1270.0,1058.0,бежтинский,1633.0812988281302,0.7817919118690713
54,indirect,м,Burkikhan,1922.0,7886.0,780.0,агульский,1917.4191894531305,0.770930878645663
55,indirect,м,Chabanmakhi,1922.0,3723.0,179.0,кадарский даргинский,1020.0406494140601,0.7774066472904273
56,indirect,м,Chankurbe,1922.0,3723.0,663.6779661016949,кадарский даргинский,882.737670898437,0.7774066472904273
57,indirect,м,Chirag,1922.0,26628.78333333333,663.6779661016949,чирагский даргинский,2223.19091796875,0.8319994457682663
58,indirect,м,Chuni,1922.0,117613.0,342.0,аварский,1375.91101074219,0.7774066472904273
59,indirect,м,Darvag,1922.0,16786.0,1223.0,азербайджанский,355.02688598632795,0.7192273421902351
60,indirect,м,Dorgeli,1922.0,47605.0,3162.0,кумыкский,667.396423339844,0.8308738456966701
61,indirect,м,Durangi,1922.0,117613.0,345.0,аварский,1040.05541992188,0.7774066472904273
62,indirect,м,Dyubek,1922.0,24826.0,1041.0,табасаранский,450.744720458984,0.7466065141753429
63,indirect,м,Dzhavgat,1922.0,13236.0,579.0,кайтагский даргинский,365.503295898437,0.7852798094197619
64,indirect,м,Ersi,1922.0,16786.0,1197.0,азербайджанский,407.0,0.7742485036763038
65,indirect,м,Fiy,1922.0,1096.0,916.0,гдымско-фийский лезгинский,1927.37268066406,0.4703495001165426
66,indirect,м,Gdym,1922.0,1096.0,180.0,гдымско-фийский лезгинский,2026.662841796869,0.4748755799647898
67,indirect,м,Gelmets,1922.0,3319.0,403.0,цахурский,1750.0,0.6484704920027148
68,indirect,м,Hinuq,1922.0,150.0,150.0,гинухский,1941.0,0.7785534373005967
69,indirect,м,Ikhrek,1922.0,8229.0,1456.0,рутульский,1792.92919921875,0.7677083105609469
70,indirect,м,Karata,1922.0,4336.0,1262.0,каратинский,1463.62890625,0.7742485036763038
71,indirect,м,Khlyut,1922.0,63939.0,787.0,лезгинский,1217.13757324219,0.7774066472904273
72,indirect,м,Khnov,1922.0,3792.0,1467.0,хновский рутульский,1836.39538574219,0.7083781467465827
73,indirect,м,Khpyuk,1922.0,7886.0,397.0,агульский,2186.0732421875,0.770930878645663
74,indirect,м,Kiche,1922.0,8229.0,188.0,рутульский,1291.65612792969,0.7774066472904273
75,indirect,м,Kidero,1922.0,2980.0,283.0,цезский,1900.54162597656,0.7785534373005967
76,indirect,м,Kina,1922.0,8229.0,196.0,рутульский,1573.32702636719,0.7774066472904273
77,indirect,м,Kizhani,1922.0,117613.0,309.0,аварский,1515.361328125,0.7774066472904273
78,indirect,м,Kubachi,1922.0,3502.0,1733.0,кубачинский даргинский,1636.75378417969,0.8246020505722474
79,indirect,м,Kuli,1922.0,31987.0,2430.0,лакский,1955.77087402344,0.8256046226548269
80,indirect,м,Kuli,1922.0,31987.0,2430.0,лакский,1955.77087402344,0.8256046226548269
81,indirect,м,Kurdul,1922.0,3319.0,205.0,цахурский,1880.81872558594,0.6484704920027148
82,indirect,м,Mallakent,1922.0,15872.0,125.0,муиринский даргинский,491.374847412109,0.7774066472904273
83,indirect,м,Megeb,1922.0,710.0,710.0,мегебский,1712.15393066406,0.8184960810076858
84,indirect,м,Mikik,1922.0,3319.0,258.0,цахурский,1640.0,0.6568673339007185
85,indirect,м,Mukar,1922.0,31987.0,249.0,лакский,1667.02294921875,0.7774066472904273
86,indirect,м,Obokh,1922.0,117613.0,408.0,аварский,1765.45129394531,0.770930878645663
87,indirect,м,Richa,1922.0,7886.0,885.0,агульский,2053.85205078125,0.7677083105609469
88,indirect,м,Rikvani,1922.0,4984.0,836.0,андийский,1874.55419921875,0.7163411031369563
89,indirect,м,Rutul,1922.0,8229.0,1769.0,рутульский,1342.49267578125,0.8308738456966701
90,indirect,м,Shangoda,1922.0,117613.0,175.0,аварский,1504.90002441406,0.7774066472904273
91,indirect,м,Shukty,1922.0,1633.0,653.0,гапшиминский даргинский,1663.48840332031,0.7848738484022562
92,indirect,м,Sutbuk,1922.0,10426.0,327.0,сирхинский даргинский,1365.90209960938,0.7774066472904273
93,indirect,м,Tad-Magitl,1922.0,2902.0,295.0,ахвахский,1457.0,0.7848738484022562
94,indirect,м,Tlibisho,1922.0,3052.0,250.0,багвалинский,1667.69287109375,0.6980478037007087
95,indirect,м,Tsukhta,1922.0,50241.0,273.0,акушинский даргинский,1452.47998046875,0.7774066472904273
96,indirect,м,Tsulikana,1922.0,31987.0,272.0,лакский,1746.52551269531,0.7740373645547691
97,indirect,м,Tukita,1922.0,127.0,127.0,тукитинский,1939.52868652344,0.7785534373005967
98,indirect,м,Tukita,1922.0,127.0,127.0,тукитинский,1939.52868652344,0.7785534373005967
99,indirect,м,Upper Ubekimakhi,1922.0,14258.0,411.0,цудахарский даргинский,1246.0,0.7011154101968275
100,indirect,м,Uragi,1922.0,10426.0,305.0,сирхинский даргинский,1538.4582519531198,0.7774066472904273
101,indirect,м,Uri,1922.0,31987.0,311.0,лакский,1666.2683105468802,0.7774066472904273
102,indirect,м,Urtsaki,1922.0,10426.0,504.0,сирхинский даргинский,1488.6706542968802,0.7774066472904273
103,indirect,м,Zilo,1922.0,4984.0,510.0,андийский,1202.365234375,0.7274226028016177
104,direct,ж,Balkhar,1922.0,31987.0,1195.0,лакский,1658.48388671875,0.7469097820382714
105,direct,ж,Bezhta,1922.0,1270.0,1058.0,бежтинский,1633.0812988281302,0.7469097820382714
106,direct,ж,Burkikhan,1922.0,7886.0,780.0,агульский,1917.4191894531305,0.7045772426254201
107,direct,ж,Chabanmakhi,1922.0,3723.0,179.0,кадарский даргинский,1020.0406494140601,0.6943284260648576
108,direct,ж,Chankurbe,1922.0,3723.0,663.6779661016949,кадарский даргинский,882.737670898437,0.7469097820382714
109,direct,ж,Chirag,1922.0,26628.78333333333,663.6779661016949,чирагский даргинский,2223.19091796875,0.7300302038359183
110,direct,ж,Chuni,1922.0,117613.0,342.0,аварский,1375.91101074219,0.7469097820382714
111,direct,ж,Darvag,1922.0,16786.0,1223.0,азербайджанский,355.02688598632795,0.5201489091779837
112,direct,ж,Dorgeli,1922.0,47605.0,3162.0,кумыкский,667.396423339844,0.7469097820382714
113,direct,ж,Durangi,1922.0,117613.0,345.0,аварский,1040.05541992188,0.7469097820382714
114,direct,ж,Dyubek,1922.0,24826.0,1041.0,табасаранский,450.744720458984,0.7469097820382714
115,direct,ж,Dzhavgat,1922.0,13236.0,579.0,кайтагский даргинский,365.503295898437,0.7469097820382714
116,direct,ж,Ersi,1922.0,16786.0,1197.0,азербайджанский,407.0,0.7469097820382714
117,direct,ж,Fiy,1922.0,1096.0,916.0,гдымско-фийский лезгинский,1927.37268066406,0.19211757198143728
118,direct,ж,Gdym,1922.0,1096.0,180.0,гдымско-фийский лезгинский,2026.662841796869,0.1547170395575262
119,direct,ж,Gelmets,1922.0,3319.0,403.0,цахурский,1750.0,0.6327185985994237
120,direct,ж,Hinuq,1922.0,150.0,150.0,гинухский,1941.0,0.6473534194951666
121,direct,ж,Ikhrek,1922.0,8229.0,1456.0,рутульский,1792.92919921875,0.7045772426254201
122,direct,ж,Karata,1922.0,4336.0,1262.0,каратинский,1463.62890625,0.7469097820382714
123,direct,ж,Khlyut,1922.0,63939.0,787.0,лезгинский,1217.13757324219,0.7907755826391112
124,direct,ж,Khnov,1922.0,3792.0,1467.0,хновский рутульский,1836.39538574219,0.7045772426254201
125,direct,ж,Khpyuk,1922.0,7886.0,397.0,агульский,2186.0732421875,0.7045772426254201
126,direct,ж,Kiche,1922.0,8229.0,188.0,рутульский,1291.65612792969,0.6943284260648576
127,direct,ж,Kidero,1922.0,2980.0,283.0,цезский,1900.54162597656,0.6473534194951666
128,direct,ж,Kina,1922.0,8229.0,196.0,рутульский,1573.32702636719,0.6943284260648576
129,direct,ж,Kizhani,1922.0,117613.0,309.0,аварский,1515.361328125,0.6943284260648576
130,direct,ж,Kubachi,1922.0,3502.0,1733.0,кубачинский даргинский,1636.75378417969,0.7469097820382714
131,direct,ж,Kuli,1922.0,31987.0,2430.0,лакский,1955.77087402344,0.7045772426254201
132,direct,ж,Kuli,1922.0,31987.0,2430.0,лакский,1955.77087402344,0.7045772426254201
133,direct,ж,Kurdul,1922.0,3319.0,205.0,цахурский,1880.81872558594,0.5700690591406047
134,direct,ж,Mallakent,1922.0,15872.0,125.0,муиринский даргинский,491.374847412109,0.6943284260648576
135,direct,ж,Megeb,1922.0,710.0,710.0,мегебский,1712.15393066406,0.7469097820382714
136,direct,ж,Mikik,1922.0,3319.0,258.0,цахурский,1640.0,0.6213167098957104
137,direct,ж,Mukar,1922.0,31987.0,249.0,лакский,1667.02294921875,0.6943284260648576
138,direct,ж,Obokh,1922.0,117613.0,408.0,аварский,1765.45129394531,0.7045772426254201
139,direct,ж,Richa,1922.0,7886.0,885.0,агульский,2053.85205078125,0.7045772426254201
140,direct,ж,Rikvani,1922.0,4984.0,836.0,андийский,1874.55419921875,0.6173041546010396
141,direct,ж,Rutul,1922.0,8229.0,1769.0,рутульский,1342.49267578125,0.7469097820382714
142,direct,ж,Shangoda,1922.0,117613.0,175.0,аварский,1504.90002441406,0.6943284260648576
143,direct,ж,Shukty,1922.0,1633.0,653.0,гапшиминский даргинский,1663.48840332031,0.7469097820382714
144,direct,ж,Sutbuk,1922.0,10426.0,327.0,сирхинский даргинский,1365.90209960938,0.7469097820382714
145,direct,ж,Tad-Magitl,1922.0,2902.0,295.0,ахвахский,1457.0,0.6943284260648576
146,direct,ж,Tlibisho,1922.0,3052.0,250.0,багвалинский,1667.69287109375,0.6943284260648576
147,direct,ж,Tsukhta,1922.0,50241.0,273.0,акушинский даргинский,1452.47998046875,0.5554803305352056
148,direct,ж,Tsulikana,1922.0,31987.0,272.0,лакский,1746.52551269531,0.6473534194951666
149,direct,ж,Tukita,1922.0,127.0,127.0,тукитинский,1939.52868652344,0.6473534194951666
150,direct,ж,Tukita,1922.0,127.0,127.0,тукитинский,1939.52868652344,0.6473534194951666
151,direct,ж,Upper Ubekimakhi,1922.0,14258.0,411.0,цудахарский даргинский,1246.0,0.7469097820382714
152,direct,ж,Uragi,1922.0,10426.0,305.0,сирхинский даргинский,1538.4582519531198,0.6943284260648576
153,direct,ж,Uri,1922.0,31987.0,311.0,лакский,1666.2683105468802,0.7469097820382714
154,direct,ж,Urtsaki,1922.0,10426.0,504.0,сирхинский даргинский,1488.6706542968802,0.7469097820382714
155,direct,ж,Zilo,1922.0,4984.0,510.0,андийский,1202.365234375,0.6662180644247153
156,direct,м,Balkhar,1922.0,31987.0,1195.0,лакский,1658.48388671875,0.9618187326860812
157,direct,м,Bezhta,1922.0,1270.0,1058.0,бежтинский,1633.0812988281302,0.9618187326860812
158,direct,м,Burkikhan,1922.0,7886.0,780.0,агульский,1917.4191894531305,0.9531791015446794
159,direct,м,Chabanmakhi,1922.0,3723.0,179.0,кадарский даргинский,1020.0406494140601,0.9509544382994288
160,direct,м,Chankurbe,1922.0,3723.0,663.6779661016949,кадарский даргинский,882.737670898437,0.9618187326860812
161,direct,м,Chirag,1922.0,26628.78333333333,663.6779661016949,чирагский даргинский,2223.19091796875,0.9584754221132672
162,direct,м,Chuni,1922.0,117613.0,342.0,аварский,1375.91101074219,0.9618187326860812
163,direct,м,Darvag,1922.0,16786.0,1223.0,азербайджанский,355.02688598632795,0.9024652899402522
164,direct,м,Dorgeli,1922.0,47605.0,3162.0,кумыкский,667.396423339844,0.9618187326860812
165,direct,м,Durangi,1922.0,117613.0,345.0,аварский,1040.05541992188,0.9618187326860812
166,direct,м,Dyubek,1922.0,24826.0,1041.0,табасаранский,450.744720458984,0.9618187326860812
167,direct,м,Dzhavgat,1922.0,13236.0,579.0,кайтагский даргинский,365.503295898437,0.9618187326860812
168,direct,м,Ersi,1922.0,16786.0,1197.0,азербайджанский,407.0,0.9618187326860812
169,direct,м,Fiy,1922.0,1096.0,916.0,гдымско-фийский лезгинский,1927.37268066406,0.6699532469328215
170,direct,м,Gdym,1922.0,1096.0,180.0,гдымско-фийский лезгинский,2026.662841796869,0.6097375292174033
171,direct,м,Gelmets,1922.0,3319.0,403.0,цахурский,1750.0,0.9363255631992791
172,direct,м,Hinuq,1922.0,150.0,150.0,гинухский,1941.0,0.9400097743302624
173,direct,м,Ikhrek,1922.0,8229.0,1456.0,рутульский,1792.92919921875,0.9531791015446794
174,direct,м,Karata,1922.0,4336.0,1262.0,каратинский,1463.62890625,0.9618187326860812
175,direct,м,Khlyut,1922.0,63939.0,787.0,лезгинский,1217.13757324219,0.9699356422564144
176,direct,м,Khnov,1922.0,3792.0,1467.0,хновский рутульский,1836.39538574219,0.9531791015446794
177,direct,м,Khpyuk,1922.0,7886.0,397.0,агульский,2186.0732421875,0.9531791015446794
178,direct,м,Kiche,1922.0,8229.0,188.0,рутульский,1291.65612792969,0.9509544382994288
179,direct,м,Kidero,1922.0,2980.0,283.0,цезский,1900.54162597656,0.9400097743302624
180,direct,м,Kina,1922.0,8229.0,196.0,рутульский,1573.32702636719,0.9509544382994288
181,direct,м,Kizhani,1922.0,117613.0,309.0,аварский,1515.361328125,0.9509544382994288
182,direct,м,Kubachi,1922.0,3502.0,1733.0,кубачинский даргинский,1636.75378417969,0.9618187326860812
183,direct,м,Kuli,1922.0,31987.0,2430.0,лакский,1955.77087402344,0.9531791015446794
184,direct,м,Kuli,1922.0,31987.0,2430.0,лакский,1955.77087402344,0.9531791015446794
185,direct,м,Kurdul,1922.0,3319.0,205.0,цахурский,1880.81872558594,0.9188195672502116
186,direct,м,Mallakent,1922.0,15872.0,125.0,муиринский даргинский,491.374847412109,0.9509544382994288
187,direct,м,Megeb,1922.0,710.0,710.0,мегебский,1712.15393066406,0.9618187326860812
188,direct,м,Mikik,1922.0,3319.0,258.0,цахурский,1640.0,0.9333561043494556
189,direct,м,Mukar,1922.0,31987.0,249.0,лакский,1667.02294921875,0.9509544382994288
190,direct,м,Obokh,1922.0,117613.0,408.0,аварский,1765.45129394531,0.9531791015446794
191,direct,м,Richa,1922.0,7886.0,885.0,агульский,2053.85205078125,0.9531791015446794
192,direct,м,Rikvani,1922.0,4984.0,836.0,андийский,1874.55419921875,0.9322896140479504
193,direct,м,Rutul,1922.0,8229.0,1769.0,рутульский,1342.49267578125,0.9618187326860812
194,direct,м,Shangoda,1922.0,117613.0,175.0,аварский,1504.90002441406,0.9509544382994288
195,direct,м,Shukty,1922.0,1633.0,653.0,гапшиминский даргинский,1663.48840332031,0.9618187326860812
196,direct,м,Sutbuk,1922.0,10426.0,327.0,сирхинский даргинский,1365.90209960938,0.9618187326860812
197,direct,м,Tad-Magitl,1922.0,2902.0,295.0,ахвахский,1457.0,0.9509544382994288
198,direct,м,Tlibisho,1922.0,3052.0,250.0,багвалинский,1667.69287109375,0.9509544382994288
199,direct,м,Tsukhta,1922.0,50241.0,273.0,акушинский даргинский,1452.47998046875,0.9142855488709594
200,direct,м,Tsulikana,1922.0,31987.0,272.0,лакский,1746.52551269531,0.9400097743302624
201,direct,м,Tukita,1922.0,127.0,127.0,тукитинский,1939.52868652344,0.9400097743302624
202,direct,м,Tukita,1922.0,127.0,127.0,тукитинский,1939.52868652344,0.9400097743302624
203,direct,м,Upper Ubekimakhi,1922.0,14258.0,411.0,цудахарский даргинский,1246.0,0.9618187326860812
204,direct,м,Uragi,1922.0,10426.0,305.0,сирхинский даргинский,1538.4582519531198,0.9509544382994288
205,direct,м,Uri,1922.0,31987.0,311.0,лакский,1666.2683105468802,0.9618187326860812
206,direct,м,Urtsaki,1922.0,10426.0,504.0,сирхинский даргинский,1488.6706542968802,0.9618187326860812
207,direct,м,Zilo,1922.0,4984.0,510.0,андийский,1202.365234375,0.9445596806308431
208,indirect,ж,Balkhar,1923.0,31987.0,1195.0,лакский,1658.48388671875,0.3469052825412344
209,indirect,ж,Bezhta,1923.0,1270.0,1058.0,бежтинский,1633.0812988281302,0.3568668617176717
210,indirect,ж,Burkikhan,1923.0,7886.0,780.0,агульский,1917.4191894531305,0.34263953777290274
211,indirect,ж,Chabanmakhi,1923.0,3723.0,179.0,кадарский даргинский,1020.0406494140601,0.3510307611032492
212,indirect,ж,Chankurbe,1923.0,3723.0,663.6779661016949,кадарский даргинский,882.737670898437,0.3510307611032492
213,indirect,ж,Chirag,1923.0,26628.78333333333,663.6779661016949,чирагский даргинский,2223.19091796875,0.43407015427505374
214,indirect,ж,Chuni,1923.0,117613.0,342.0,аварский,1375.91101074219,0.3510307611032492
215,indirect,ж,Darvag,1923.0,16786.0,1223.0,азербайджанский,355.02688598632795,0.28404263936824586
216,indirect,ж,Dorgeli,1923.0,47605.0,3162.0,кумыкский,667.396423339844,0.4320982609100835
217,indirect,ж,Durangi,1923.0,117613.0,345.0,аварский,1040.05541992188,0.3510307611032492
218,indirect,ж,Dyubek,1923.0,24826.0,1041.0,табасаранский,450.744720458984,0.3133435888408405
219,indirect,ж,Dzhavgat,1923.0,13236.0,579.0,кайтагский даргинский,365.503295898437,0.36160053629184813
220,indirect,ж,Ersi,1923.0,16786.0,1197.0,азербайджанский,407.0,0.3469052825412344
221,indirect,ж,Fiy,1923.0,1096.0,916.0,гдымско-фийский лезгинский,1927.37268066406,0.12090692213302198
222,indirect,ж,Gdym,1923.0,1096.0,180.0,гдымско-фийский лезгинский,2026.662841796869,0.12285033099708775
223,indirect,ж,Gelmets,1923.0,3319.0,403.0,цахурский,1750.0,0.22221485248406192
224,indirect,ж,Hinuq,1923.0,150.0,150.0,гинухский,1941.0,0.3525447463484358
225,indirect,ж,Ikhrek,1923.0,8229.0,1456.0,рутульский,1792.92919921875,0.3385612289252785
226,indirect,ж,Karata,1923.0,4336.0,1262.0,каратинский,1463.62890625,0.3469052825412344
227,indirect,ж,Khlyut,1923.0,63939.0,787.0,лезгинский,1217.13757324219,0.3510307611032492
228,indirect,ж,Khnov,1923.0,3792.0,1467.0,хновский рутульский,1836.39538574219,0.2733665998112296
229,indirect,ж,Khpyuk,1923.0,7886.0,397.0,агульский,2186.0732421875,0.34263953777290274
230,indirect,ж,Kiche,1923.0,8229.0,188.0,рутульский,1291.65612792969,0.3510307611032492
231,indirect,ж,Kidero,1923.0,2980.0,283.0,цезский,1900.54162597656,0.3525447463484358
232,indirect,ж,Kina,1923.0,8229.0,196.0,рутульский,1573.32702636719,0.3510307611032492
233,indirect,ж,Kizhani,1923.0,117613.0,309.0,аварский,1515.361328125,0.3510307611032492
234,indirect,ж,Kubachi,1923.0,3502.0,1733.0,кубачинский даргинский,1636.75378417969,0.4213375722487309
235,indirect,ж,Kuli,1923.0,31987.0,2430.0,лакский,1955.77087402344,0.4230323699434496
236,indirect,ж,Kuli,1923.0,31987.0,2430.0,лакский,1955.77087402344,0.4230323699434496
237,indirect,ж,Kurdul,1923.0,3319.0,205.0,цахурский,1880.81872558594,0.22221485248406192
238,indirect,ж,Mallakent,1923.0,15872.0,125.0,муиринский даргинский,491.374847412109,0.3510307611032492
239,indirect,ж,Megeb,1923.0,710.0,710.0,мегебский,1712.15393066406,0.4112168909491354
240,indirect,ж,Mikik,1923.0,3319.0,258.0,цахурский,1640.0,0.22868284880614545
241,indirect,ж,Mukar,1923.0,31987.0,249.0,лакский,1667.02294921875,0.3510307611032492
242,indirect,ж,Obokh,1923.0,117613.0,408.0,аварский,1765.45129394531,0.34263953777290274
243,indirect,ж,Richa,1923.0,7886.0,885.0,агульский,2053.85205078125,0.3385612289252785
244,indirect,ж,Rikvani,1923.0,4984.0,836.0,андийский,1874.55419921875,0.28115402822087143
245,indirect,ж,Rutul,1923.0,8229.0,1769.0,рутульский,1342.49267578125,0.4320982609100835
246,indirect,ж,Shangoda,1923.0,117613.0,175.0,аварский,1504.90002441406,0.3510307611032492
247,indirect,ж,Shukty,1923.0,1633.0,653.0,гапшиминский даргинский,1663.48840332031,0.3610453153769908
248,indirect,ж,Sutbuk,1923.0,10426.0,327.0,сирхинский даргинский,1365.90209960938,0.3510307611032492
249,indirect,ж,Tad-Magitl,1923.0,2902.0,295.0,ахвахский,1457.0,0.3610453153769908
250,indirect,ж,Tlibisho,1923.0,3052.0,250.0,багвалинский,1667.69287109375,0.26364485600898
251,indirect,ж,Tsukhta,1923.0,50241.0,273.0,акушинский даргинский,1452.47998046875,0.3510307611032492
252,indirect,ж,Tsulikana,1923.0,31987.0,272.0,лакский,1746.52551269531,0.3466317426633683
253,indirect,ж,Tukita,1923.0,127.0,127.0,тукитинский,1939.52868652344,0.3525447463484358
254,indirect,ж,Tukita,1923.0,127.0,127.0,тукитинский,1939.52868652344,0.3525447463484358
255,indirect,ж,Upper Ubekimakhi,1923.0,14258.0,411.0,цудахарский даргинский,1246.0,0.2664882519305918
256,indirect,ж,Uragi,1923.0,10426.0,305.0,сирхинский даргинский,1538.4582519531198,0.3510307611032492
257,indirect,ж,Uri,1923.0,31987.0,311.0,лакский,1666.2683105468802,0.3510307611032492
258,indirect,ж,Urtsaki,1923.0,10426.0,504.0,сирхинский даргинский,1488.6706542968802,0.3510307611032492
259,indirect,ж,Zilo,1923.0,4984.0,510.0,андийский,1202.365234375,0.2924440280963301
260,indirect,м,Balkhar,1923.0,31987.0,1195.0,лакский,1658.48388671875,0.7742485036763038
261,indirect,м,Bezhta,1923.0,1270.0,1058.0,бежтинский,1633.0812988281302,0.7817919118690713
262,indirect,м,Burkikhan,1923.0,7886.0,780.0,агульский,1917.4191894531305,0.770930878645663
263,indirect,м,Chabanmakhi,1923.0,3723.0,179.0,кадарский даргинский,1020.0406494140601,0.7774066472904273
264,indirect,м,Chankurbe,1923.0,3723.0,663.6779661016949,кадарский даргинский,882.737670898437,0.7774066472904273
265,indirect,м,Chirag,1923.0,26628.78333333333,663.6779661016949,чирагский даргинский,2223.19091796875,0.8319994457682663
266,indirect,м,Chuni,1923.0,117613.0,342.0,аварский,1375.91101074219,0.7774066472904273
267,indirect,м,Darvag,1923.0,16786.0,1223.0,азербайджанский,355.02688598632795,0.7192273421902351
268,indirect,м,Dorgeli,1923.0,47605.0,3162.0,кумыкский,667.396423339844,0.8308738456966701
269,indirect,м,Durangi,1923.0,117613.0,345.0,аварский,1040.05541992188,0.7774066472904273
270,indirect,м,Dyubek,1923.0,24826.0,1041.0,табасаранский,450.744720458984,0.7466065141753429
