estimator,0,1
GradientBoostingClassifier,-0.37015001789522617,-0.22798319308961476
CatBoostClassifier,-0.37273613305055725,-0.2391325964689536
RandomForestClassifier,-0.3728046982707432,-0.24104527699331602
LogisticRegression,-0.5105702402583884,-0.3056984516397207
